1 lmfish-17.pgm lmfish-17.pgm Bone-16.pgm device1-19.pgm beetle-20.pgm bat-4.pgm cellular_phone-8.pgm lizzard-1.pgm flatfish-1.pgm device9-2.pgm classic-19.pgm device1-15.pgm cellular_phone-12.pgm face-16.pgm key-13.pgm spoon-2.pgm shoe-5.pgm device8-15.pgm device4-3.pgm device0-1.pgm Misk-11.pgm
1 jar-11.pgm crown-3.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm
1 device7-6.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 Comma-4.pgm crown-3.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm sea_snake-15.pgm
1 Glas-6.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm sea_snake-15.pgm shoe-13.pgm Heart-6.pgm
1 carriage-07.pgm carriage-07.pgm jar-20.pgm hat-19.pgm beetle-14.pgm device1-10.pgm carriage-16.pgm flatfish-17.pgm beetle-9.pgm sea_snake-14.pgm bell-10.pgm Glas-13.pgm sea_snake-17.pgm HCircle-6.pgm cup-14.pgm device8-5.pgm cup-16.pgm classic-9.pgm apple-5.pgm pencil-18.pgm elephant-5.pgm
1 cup-12.pgm crown-3.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm
1 lmfish-2.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm
1 ray-2.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm sea_snake-15.pgm shoe-13.pgm Heart-6.pgm spoon-5.pgm
1 crown-16.pgm crown-16.pgm deer-7.pgm cattle-11.pgm fly-18.pgm frog-5.pgm cattle-10.pgm deer-4.pgm horse-10.pgm horse-18.pgm deer-6.pgm butterfly-3.pgm butterfly-8.pgm deer-1.pgm crown-18.pgm pocket-14.pgm pocket-13.pgm butterfly-4.pgm bird-6.pgm deer-11.pgm horse-9.pgm
1 device4-4.pgm crown-3.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm cup-12.pgm lmfish-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm sea_snake-15.pgm shoe-13.pgm
1 lmfish-5.pgm crown-3.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm
1 device0-20.pgm crown-3.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm
1 device9-18.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm sea_snake-15.pgm
1 fountain-17.pgm fountain-17.pgm sea_snake-15.pgm horseshoe-14.pgm fountain-16.pgm fountain-06.pgm watch-5.pgm fountain-10.pgm HCircle-16.pgm bat-2.pgm camel-3.pgm dog-1.pgm device8-16.pgm Bone-10.pgm device1-4.pgm spring-11.pgm face-18.pgm fountain-20.pgm fork-17.pgm device6-11.pgm device3-15.pgm
1 shoe-2.pgm crown-3.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm
1 horse-19.pgm horse-19.pgm lizzard-5.pgm bat-15.pgm horse-1.pgm brick-07.pgm teddy-06.pgm horse-8.pgm deer-13.pgm elephant-5.pgm lizzard-14.pgm face-19.pgm hat-8.pgm lizzard-2.pgm teddy-11.pgm teddy-19.pgm horse-2.pgm bat-14.pgm cellular_phone-15.pgm guitar-5.pgm sea_snake-3.pgm
1 lmfish-11.pgm lmfish-11.pgm key-20.pgm pencil-18.pgm fish-1.pgm device6-16.pgm crown-3.pgm device1-4.pgm sea_snake-15.pgm shoe-13.pgm spoon-5.pgm flatfish-18.pgm cellular_phone-3.pgm camel-4.pgm HCircle-15.pgm device5-2.pgm device2-11.pgm device2-19.pgm device3-9.pgm cup-6.pgm watch-8.pgm
1 lmfish-10.pgm lmfish-10.pgm device1-5.pgm camel-16.pgm device2-9.pgm cup-6.pgm device1-19.pgm beetle-20.pgm device0-2.pgm crown-1.pgm device1-13.pgm cup-14.pgm HCircle-11.pgm camel-10.pgm Heart-3.pgm elephant-5.pgm device1-16.pgm watch-15.pgm key-15.pgm personal_car-14.pgm device1-14.pgm
1 device1-4.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm sea_snake-15.pgm
1 lizzard-5.pgm device7-10.pgm horse-19.pgm lizzard-5.pgm key-20.pgm horse-1.pgm personal_car-11.pgm deer-13.pgm device8-19.pgm device1-14.pgm spoon-2.pgm key-9.pgm personal_car-19.pgm Heart-6.pgm horseshoe-16.pgm flatfish-18.pgm cellular_phone-3.pgm Heart-8.pgm camel-4.pgm cellular_phone-8.pgm device5-7.pgm
1 fish-16.pgm fish-16.pgm cellular_phone-3.pgm device6-16.pgm device8-20.pgm device8-18.pgm classic-14.pgm bat-20.pgm face-2.pgm device4-6.pgm Heart-7.pgm personal_car-14.pgm bat-1.pgm elephant-12.pgm Glas-10.pgm shoe-7.pgm device7-4.pgm hat-17.pgm camel-18.pgm flatfish-18.pgm personal_car-10.pgm
1 bird-10.pgm bird-10.pgm dog-11.pgm butterfly-17.pgm deer-19.pgm butterfly-2.pgm butterfly-16.pgm bird-11.pgm bird-12.pgm elephant-8.pgm guitar-19.pgm deer-18.pgm hat-3.pgm frog-14.pgm butterfly-1.pgm guitar-7.pgm deer-9.pgm turtle-5.pgm bird-9.pgm pocket-11.pgm deer-20.pgm
1 guitar-16.pgm guitar-16.pgm key-14.pgm spoon-1.pgm sea_snake-14.pgm pencil-10.pgm device5-15.pgm key-3.pgm jar-9.pgm key-9.pgm spoon-7.pgm personal_car-7.pgm elephant-7.pgm personal_car-19.pgm spoon-20.pgm device2-19.pgm shoe-3.pgm horseshoe-15.pgm watch-7.pgm jar-20.pgm watch-17.pgm
1 sea_snake-15.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 shoe-13.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 frog-16.pgm frog-16.pgm pocket-6.pgm hat-3.pgm frog-14.pgm butterfly-16.pgm hat-7.pgm butterfly-1.pgm guitar-7.pgm pocket-1.pgm butterfly-9.pgm guitar-12.pgm turtle-3.pgm frog-20.pgm deer-18.pgm guitar-11.pgm horse-5.pgm pocket-20.pgm bird-8.pgm turtle-2.pgm frog-15.pgm
1 Heart-6.pgm crown-3.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm
1 device0-15.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm sea_snake-15.pgm shoe-13.pgm
1 spoon-5.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm
1 Bone-19.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 horseshoe-16.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm cup-12.pgm lmfish-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm sea_snake-15.pgm shoe-13.pgm Heart-6.pgm device0-15.pgm
1 device4-18.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm sea_snake-15.pgm shoe-13.pgm Heart-6.pgm
1 elephant-9.pgm elephant-9.pgm horse-7.pgm horse-8.pgm horse-12.pgm guitar-11.pgm beetle-4.pgm pocket-12.pgm cattle-17.pgm lizzard-14.pgm turtle-4.pgm chicken-20.pgm horseshoe-4.pgm horse-11.pgm horse-2.pgm horse-14.pgm chicken-12.pgm chicken-1.pgm beetle-2.pgm deer-12.pgm cattle-16.pgm
1 lmfish-13.pgm lmfish-13.pgm elephant-16.pgm key-20.pgm device0-4.pgm personal_car-20.pgm beetle-10.pgm shoe-5.pgm face-10.pgm fish-1.pgm device5-17.pgm dog-1.pgm camel-2.pgm spring-19.pgm camel-19.pgm shoe-12.pgm spring-1.pgm device4-7.pgm cup-8.pgm device0-20.pgm flatfish-17.pgm
1 device2-13.pgm crown-3.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm sea_snake-15.pgm
1 tree-12.pgm tree-12.pgm fork-10.pgm device9-7.pgm bottle-08.pgm device1-14.pgm spoon-6.pgm Bone-5.pgm device1-17.pgm bat-7.pgm brick-07.pgm device2-5.pgm device2-20.pgm device2-17.pgm pencil-3.pgm device5-4.pgm device1-5.pgm device1-6.pgm device2-7.pgm flatfish-16.pgm cup-9.pgm
1 flatfish-18.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 elephant-15.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 cellular_phone-3.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 Heart-8.pgm crown-3.pgm carriage-05.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 hammer-9.pgm hammer-9.pgm hammer-10.pgm hammer-8.pgm hammer-11.pgm hat-16.pgm device1-4.pgm device2-9.pgm device4-2.pgm horseshoe-15.pgm camel-19.pgm teddy-07.pgm spoon-1.pgm device4-9.pgm personal_car-11.pgm watch-10.pgm device7-6.pgm device2-3.pgm spoon-11.pgm brick-10.pgm device5-16.pgm
1 camel-4.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 chicken-15.pgm chicken-15.pgm chicken-20.pgm butterfly-2.pgm butterfly-1.pgm ray-6.pgm frog-14.pgm butterfly-19.pgm guitar-19.pgm bird-7.pgm chicken-1.pgm horse-5.pgm turtle-4.pgm sea_snake-11.pgm jar-7.pgm horse-8.pgm elephant-9.pgm horse-11.pgm chicken-12.pgm ray-8.pgm horse-7.pgm
1 cellular_phone-8.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm
1 Comma-14.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm device1-4.pgm sea_snake-15.pgm
1 device5-7.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 device2-16.pgm crown-3.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm
1 HCircle-15.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 turtle-17.pgm turtle-17.pgm device8-16.pgm face-12.pgm device2-19.pgm horseshoe-15.pgm Bone-19.pgm device2-3.pgm HCircle-11.pgm octopus-17.pgm flatfish-19.pgm elephant-13.pgm classic-13.pgm beetle-4.pgm device1-17.pgm cup-10.pgm device0-5.pgm device1-1.pgm shoe-3.pgm sea_snake-15.pgm device1-19.pgm
1 guitar-3.pgm guitar-3.pgm device9-19.pgm camel-9.pgm dog-7.pgm lizzard-14.pgm rat-06.pgm camel-11.pgm fish-3.pgm hat-11.pgm horse-19.pgm spoon-12.pgm fly-14.pgm lizzard-1.pgm lizzard-6.pgm deer-13.pgm elephant-5.pgm lizzard-20.pgm horseshoe-12.pgm dog-6.pgm lizzard-10.pgm
1 Heart-10.pgm crown-3.pgm Heart-4.pgm device6-12.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm device1-4.pgm
1 apple-10.pgm cellular_phone-3.pgm apple-10.pgm octopus-17.pgm device3-9.pgm device4-9.pgm apple-20.pgm horseshoe-13.pgm HCircle-3.pgm device6-11.pgm classic-9.pgm elephant-16.pgm HCircle-18.pgm fork-10.pgm apple-11.pgm pencil-17.pgm cellular_phone-2.pgm spoon-20.pgm horse-3.pgm device8-7.pgm apple-13.pgm
1 hammer-16.pgm hammer-16.pgm hammer-17.pgm hammer-18.pgm spring-1.pgm device9-7.pgm hammer-19.pgm spring-5.pgm teddy-15.pgm spring-16.pgm horseshoe-15.pgm spoon-12.pgm device9-2.pgm flatfish-3.pgm spoon-16.pgm device1-4.pgm watch-5.pgm device1-17.pgm device1-14.pgm key-9.pgm spring-15.pgm
1 device5-2.pgm crown-3.pgm Heart-4.pgm device6-12.pgm pencil-16.pgm HCircle-10.pgm face-7.pgm sea_snake-11.pgm device7-10.pgm jar-11.pgm device7-6.pgm Comma-4.pgm Glas-6.pgm cup-12.pgm lmfish-2.pgm ray-2.pgm device4-4.pgm lmfish-5.pgm device0-20.pgm device9-18.pgm shoe-2.pgm
1 cattle-19.pgm cattle-19.pgm cattle-18.pgm cattle-4.pgm guitar-15.pgm cattle-1.pgm cattle-5.pgm cattle-8.pgm ray-13.pgm ray-14.pgm cattle-9.pgm cattle-20.pgm bird-4.pgm deer-16.pgm bird-3.pgm cattle-12.pgm butterfly-6.pgm horse-17.pgm cattle-6.pgm cattle-7.pgm turtle-15.pgm
1 crown-14.pgm crown-14.pgm deer-18.pgm deer-14.pgm deer-9.pgm butterfly-9.pgm butterfly-20.pgm crown-18.pgm butterfly-4.pgm horse-9.pgm butterfly-17.pgm guitar-7.pgm deer-8.pgm lizzard-17.pgm deer-19.pgm cattle-2.pgm frog-6.pgm hat-12.pgm butterfly-3.pgm turtle-5.pgm hat-3.pgm
1 cattle-15.pgm cattle-15.pgm turtle-13.pgm cattle-14.pgm butterfly-10.pgm butterfly-11.pgm cattle-6.pgm butterfly-6.pgm cattle-7.pgm butterfly-5.pgm butterfly-13.pgm turtle-12.pgm deer-17.pgm fly-3.pgm pocket-13.pgm cattle-11.pgm guitar-6.pgm dog-5.pgm deer-10.pgm deer-7.pgm butterfly-12.pgm
